1.0C_Dch_Tmax,1.0C_Dch_Capacity,1.0C_Dch_duration,2.0C_Dch_Tmax,2.0C_Dch_Capacity,2.0C_Dch_duration,standard_dch_cycle_capacity,DCIR_1s,DCIR_SOC_1s,DCIR_2s,DCIR_SOC_2s,DCIR_4s,DCIR_SOC_4s,pulse_relaxation_timeseries,pOCV_timeseries
,,,,,,,,,,,,,,3.3906
,,,,,,,,,,,,,,3.3906
,,,,,,,,,,,,,,3.3904
,,,,,,,,,,,,,,3.3904
,,,,,,,,,,,,,,3.3906
,,,,,,,,,,,,,,3.3904
,,,,,,,,,,,,,,3.3904
,,,,,,,,,,,,,,3.3902
,,,,,,,,,,,,,,3.3902
,,,,,,,,,,,,,,3.3902
,,,,,,,,,,,,,,3.39
,,,,,,,,,,,,,,3.3902
,,,,,,,,,,,,,,3.39
,,,,,,,,,,,,,,3.39
,,,,,,,,,,,,,,3.39
,,,,,,,,,,,,,,3.39
,,,,,,,,,,,,,,3.3898
,,,,,,,,,,,,,,3.3898
,,,,,,,,,,,,,,3.3898
,,,,,,,,,,,,,,3.3896
,,,,,,,,,,,,,,3.3896
,,,,,,,,,,,,,,3.3896
,,,,,,,,,,,,,,3.3898
,,,,,,,,,,,,,,3.3896
,,,,,,,,,,,,,,3.3896
,,,,,,,,,,,,,,3.3894
,,,,,,,,,,,,,,3.3894
,,,,,,,,,,,,,,3.3894
,,,,,,,,,,,,,,3.3894
,,,,,,,,,,,,,,3.3894
,,,,,,,,,,,,,,3.3892
,,,,,,,,,,,,,,3.3894
,,,,,,,,,,,,,,3.3892
,,,,,,,,,,,,,,3.389
,,,,,,,,,,,,,,3.389
,,,,,,,,,,,,,,3.3892
,,,,,,,,,,,,,,3.389
,,,,,,,,,,,,,,3.3888
,,,,,,,,,,,,,,3.389
,,,,,,,,,,,,,,3.389
,,,,,,,,,,,,,,3.389
,,,,,,,,,,,,,,3.389
,,,,,,,,,,,,,,3.3888
,,,,,,,,,,,,,,3.389
,,,,,,,,,,,,,,3.3888
,,,,,,,,,,,,,,3.3886
,,,,,,,,,,,,,,3.3888
,,,,,,,,,,,,,,3.3886
,,,,,,,,,,,,,,3.3884
,,,,,,,,,,,,,,3.3886
,,,,,,,,,,,,,,3.3884
,,,,,,,,,,,,,,3.3884
,,,,,,,,,,,,,,3.3882
,,,,,,,,,,,,,,3.3884
,,,,,,,,,,,,,,3.3884
,,,,,,,,,,,,,,3.3882
,,,,,,,,,,,,,,3.3882
,,,,,,,,,,,,,,3.388
,,,,,,,,,,,,,,3.388
,,,,,,,,,,,,,,3.3882
,,,,,,,,,,,,,,3.3882
,,,,,,,,,,,,,,3.3882
,,,,,,,,,,,,,,3.388
,,,,,,,,,,,,,,3.3882
,,,,,,,,,,,,,,3.3878
,,,,,,,,,,,,,,3.388
,,,,,,,,,,,,,,3.388
,,,,,,,,,,,,,,3.3878
,,,,,,,,,,,,,,3.3878
,,,,,,,,,,,,,,3.388
,,,,,,,,,,,,,,3.388
,,,,,,,,,,,,,,3.3876
,,,,,,,,,,,,,,3.3876
,,,,,,,,,,,,,,3.3876
,,,,,,,,,,,,,,3.3876
,,,,,,,,,,,,,,3.3876
,,,,,,,,,,,,,,3.3874
,,,,,,,,,,,,,,3.3874
,,,,,,,,,,,,,,3.3874
,,,,,,,,,,,,,,3.3874
,,,,,,,,,,,,,,3.3872
,,,,,,,,,,,,,,3.3872
,,,,,,,,,,,,,,3.3874
,,,,,,,,,,,,,,3.3872
,,,,,,,,,,,,,,3.387
,,,,,,,,,,,,,,3.3872
,,,,,,,,,,,,,,3.387
,,,,,,,,,,,,,,3.3866
,,,,,,,,,,,,,,3.387
,,,,,,,,,,,,,,3.387
,,,,,,,,,,,,,,3.3868
,,,,,,,,,,,,,,3.3868
,,,,,,,,,,,,,,3.3866
,,,,,,,,,,,,,,3.3868
,,,,,,,,,,,,,,3.3868
,,,,,,,,,,,,,,3.3866
,,,,,,,,,,,,,,3.3868
,,,,,,,,,,,,,,3.3866
,,,,,,,,,,,,,,3.3864
,,,,,,,,,,,,,,3.3866
,,,,,,,,,,,,,,3.3866
,,,,,,,,,,,,,,3.3864
,,,,,,,,,,,,,,3.3864
,,,,,,,,,,,,,,3.3862
,,,,,,,,,,,,,,3.3862
,,,,,,,,,,,,,,3.3864
,,,,,,,,,,,,,,3.3862
,,,,,,,,,,,,,,3.386
,,,,,,,,,,,,,,3.3858
,,,,,,,,,,,,,,3.386
,,,,,,,,,,,,,,3.3858
,,,,,,,,,,,,,,3.3858
,,,,,,,,,,,,,,3.3858
,,,,,,,,,,,,,,3.3858
,,,,,,,,,,,,,,3.3858
,,,,,,,,,,,,,,3.3858
,,,,,,,,,,,,,,3.386
,,,,,,,,,,,,,,3.3858
,,,,,,,,,,,,,,3.3858
,,,,,,,,,,,,,,3.3856
,,,,,,,,,,,,,,3.3856
,,,,,,,,,,,,,,3.3854
,,,,,,,,,,,,,,3.3854
,,,,,,,,,,,,,,3.3856
,,,,,,,,,,,,,,3.3854
,,,,,,,,,,,,,,3.3858
,,,,,,,,,,,,,,3.3856
,,,,,,,,,,,,,,3.3852
,,,,,,,,,,,,,,3.3852
,,,,,,,,,,,,,,3.3852
,,,,,,,,,,,,,,3.385
,,,,,,,,,,,,,,3.3852
,,,,,,,,,,,,,,3.3852
,,,,,,,,,,,,,,3.385
,,,,,,,,,,,,,,3.385
,,,,,,,,,,,,,,3.385
,,,,,,,,,,,,,,3.385
,,,,,,,,,,,,,,3.385
,,,,,,,,,,,,,,3.3848
,,,,,,,,,,,,,,3.3846
,,,,,,,,,,,,,,3.3846
,,,,,,,,,,,,,,3.3844
,,,,,,,,,,,,,,3.3844
,,,,,,,,,,,,,,3.3848
,,,,,,,,,,,,,,3.3848
,,,,,,,,,,,,,,3.3846
,,,,,,,,,,,,,,3.3848
,,,,,,,,,,,,,,3.3846
,,,,,,,,,,,,,,3.3846
,,,,,,,,,,,,,,3.3846
,,,,,,,,,,,,,,3.3846
,,,,,,,,,,,,,,3.3842
,,,,,,,,,,,,,,3.3844
,,,,,,,,,,,,,,3.3842
,,,,,,,,,,,,,,3.3842
,,,,,,,,,,,,,,3.3842
,,,,,,,,,,,,,,3.384
,,,,,,,,,,,,,,3.3842
,,,,,,,,,,,,,,3.384
,,,,,,,,,,,,,,3.384
,,,,,,,,,,,,,,3.384
,,,,,,,,,,,,,,3.384
,,,,,,,,,,,,,,3.384
,,,,,,,,,,,,,,3.384
,,,,,,,,,,,,,,3.3838
,,,,,,,,,,,,,,3.3838
,,,,,,,,,,,,,,3.3836
,,,,,,,,,,,,,,3.3836
,,,,,,,,,,,,,,3.3836
,,,,,,,,,,,,,,3.3834
,,,,,,,,,,,,,,3.3834
,,,,,,,,,,,,,,3.3834
,,,,,,,,,,,,,,3.3834
,,,,,,,,,,,,,,3.3834
,,,,,,,,,,,,,,3.3834
,,,,,,,,,,,,,,3.3834
,,,,,,,,,,,,,,3.3832
,,,,,,,,,,,,,,3.3832
,,,,,,,,,,,,,,3.383
,,,,,,,,,,,,,,3.383
,,,,,,,,,,,,,,3.3832
,,,,,,,,,,,,,,3.383
,,,,,,,,,,,,,,3.383
,,,,,,,,,,,,,,3.383
,,,,,,,,,,,,,,3.3828
,,,,,,,,,,,,,,3.383
,,,,,,,,,,,,,,3.3828
,,,,,,,,,,,,,,3.3826
,,,,,,,,,,,,,,3.3826
,,,,,,,,,,,,,,3.3826
,,,,,,,,,,,,,,3.3826
,,,,,,,,,,,,,,3.3826
,,,,,,,,,,,,,,3.3826
,,,,,,,,,,,,,,3.3826
,,,,,,,,,,,,,,3.3824
,,,,,,,,,,,,,,3.3822
,,,,,,,,,,,,,,3.3824
,,,,,,,,,,,,,,3.3824
,,,,,,,,,,,,,,3.3824
,,,,,,,,,,,,,,3.3824
,,,,,,,,,,,,,,3.3822
,,,,,,,,,,,,,,3.3822
,,,,,,,,,,,,,,3.382
,,,,,,,,,,,,,,3.382
,,,,,,,,,,,,,,3.3822
,,,,,,,,,,,,,,3.382
,,,,,,,,,,,,,,3.3822
,,,,,,,,,,,,,,3.3822
,,,,,,,,,,,,,,3.382
,,,,,,,,,,,,,,3.382
,,,,,,,,,,,,,,3.3818
,,,,,,,,,,,,,,3.382
,,,,,,,,,,,,,,3.3818
,,,,,,,,,,,,,,3.3818
,,,,,,,,,,,,,,3.3816
,,,,,,,,,,,,,,3.3816
,,,,,,,,,,,,,,3.3816
,,,,,,,,,,,,,,3.3814
,,,,,,,,,,,,,,3.3818
,,,,,,,,,,,,,,3.3814
,,,,,,,,,,,,,,3.3814
,,,,,,,,,,,,,,3.3812
,,,,,,,,,,,,,,3.3812
,,,,,,,,,,,,,,3.3814
,,,,,,,,,,,,,,3.3812
,,,,,,,,,,,,,,3.3812
,,,,,,,,,,,,,,3.3814
,,,,,,,,,,,,,,3.3812
,,,,,,,,,,,,,,3.381
,,,,,,,,,,,,,,3.3812
,,,,,,,,,,,,,,3.381
,,,,,,,,,,,,,,3.381
,,,,,,,,,,,,,,3.3806
,,,,,,,,,,,,,,3.3808
,,,,,,,,,,,,,,3.3806
,,,,,,,,,,,,,,3.381
,,,,,,,,,,,,,,3.3806
,,,,,,,,,,,,,,3.3806
,,,,,,,,,,,,,,3.3806
,,,,,,,,,,,,,,3.3806
,,,,,,,,,,,,,,3.3808
,,,,,,,,,,,,,,3.3806
,,,,,,,,,,,,,,3.3804
,,,,,,,,,,,,,,3.3806
,,,,,,,,,,,,,,3.3806
,,,,,,,,,,,,,,3.3804
,,,,,,,,,,,,,,3.3804
,,,,,,,,,,,,,,3.3802
,,,,,,,,,,,,,,3.3802
,,,,,,,,,,,,,,3.3802
,,,,,,,,,,,,,,3.38
,,,,,,,,,,,,,,3.3802
,,,,,,,,,,,,,,3.38
,,,,,,,,,,,,,,3.38
,,,,,,,,,,,,,,3.38
,,,,,,,,,,,,,,3.38
,,,,,,,,,,,,,,3.38
,,,,,,,,,,,,,,3.38
,,,,,,,,,,,,,,3.38
,,,,,,,,,,,,,,3.3798
,,,,,,,,,,,,,,3.3798
,,,,,,,,,,,,,,3.3794
,,,,,,,,,,,,,,3.3798
,,,,,,,,,,,,,,3.3796
,,,,,,,,,,,,,,3.3796
,,,,,,,,,,,,,,3.3794
,,,,,,,,,,,,,,3.3794
,,,,,,,,,,,,,,3.3794
,,,,,,,,,,,,,,3.3792
,,,,,,,,,,,,,,3.3792
,,,,,,,,,,,,,,3.3792
,,,,,,,,,,,,,,3.3794
,,,,,,,,,,,,,,3.3792
,,,,,,,,,,,,,,3.3792
,,,,,,,,,,,,,,3.3792
,,,,,,,,,,,,,,3.3792
,,,,,,,,,,,,,,3.3792
,,,,,,,,,,,,,,3.3792
,,,,,,,,,,,,,,3.379
,,,,,,,,,,,,,,3.379
,,,,,,,,,,,,,,3.3788
,,,,,,,,,,,,,,3.3788
,,,,,,,,,,,,,,3.3788
,,,,,,,,,,,,,,3.3788
,,,,,,,,,,,,,,3.3788
,,,,,,,,,,,,,,3.3786
,,,,,,,,,,,,,,3.3786
,,,,,,,,,,,,,,3.3784
,,,,,,,,,,,,,,3.3788
,,,,,,,,,,,,,,3.3784
,,,,,,,,,,,,,,3.3784
,,,,,,,,,,,,,,3.3784
,,,,,,,,,,,,,,3.3784
,,,,,,,,,,,,,,3.3782
,,,,,,,,,,,,,,3.3782
,,,,,,,,,,,,,,3.378
,,,,,,,,,,,,,,3.3782
,,,,,,,,,,,,,,3.378
,,,,,,,,,,,,,,3.3782
,,,,,,,,,,,,,,3.3782
,,,,,,,,,,,,,,3.378
,,,,,,,,,,,,,,3.3778
,,,,,,,,,,,,,,3.3776
,,,,,,,,,,,,,,3.3778
,,,,,,,,,,,,,,3.3778
,,,,,,,,,,,,,,3.3778
,,,,,,,,,,,,,,3.3778
,,,,,,,,,,,,,,3.3776
,,,,,,,,,,,,,,3.3778
,,,,,,,,,,,,,,3.3776
,,,,,,,,,,,,,,3.3776
,,,,,,,,,,,,,,3.3776
,,,,,,,,,,,,,,3.3774
,,,,,,,,,,,,,,3.3774
,,,,,,,,,,,,,,3.3774
,,,,,,,,,,,,,,3.3774
,,,,,,,,,,,,,,3.3774
,,,,,,,,,,,,,,3.3774
,,,,,,,,,,,,,,3.3772
,,,,,,,,,,,,,,3.3772
,,,,,,,,,,,,,,3.377
,,,,,,,,,,,,,,3.377
,,,,,,,,,,,,,,3.3768
,,,,,,,,,,,,,,3.3768
,,,,,,,,,,,,,,3.377
,,,,,,,,,,,,,,3.377
,,,,,,,,,,,,,,3.377
,,,,,,,,,,,,,,3.377
,,,,,,,,,,,,,,3.377
,,,,,,,,,,,,,,3.3768
,,,,,,,,,,,,,,3.3768
,,,,,,,,,,,,,,3.377
,,,,,,,,,,,,,,3.3768
,,,,,,,,,,,,,,3.3766
,,,,,,,,,,,,,,3.3766
,,,,,,,,,,,,,,3.3766
,,,,,,,,,,,,,,3.3764
,,,,,,,,,,,,,,3.3762
,,,,,,,,,,,,,,3.3764
,,,,,,,,,,,,,,3.3764
,,,,,,,,,,,,,,3.3766
,,,,,,,,,,,,,,3.3766
,,,,,,,,,,,,,,3.3762
,,,,,,,,,,,,,,3.3762
,,,,,,,,,,,,,,3.3764
,,,,,,,,,,,,,,3.3762
,,,,,,,,,,,,,,3.3762
,,,,,,,,,,,,,,3.376
,,,,,,,,,,,,,,3.376
,,,,,,,,,,,,,,3.3758
,,,,,,,,,,,,,,3.3756
,,,,,,,,,,,,,,3.3756
,,,,,,,,,,,,,,3.3756
,,,,,,,,,,,,,,3.3758
,,,,,,,,,,,,,,3.3756
,,,,,,,,,,,,,,3.3758
,,,,,,,,,,,,,,3.3758
,,,,,,,,,,,,,,3.3758
,,,,,,,,,,,,,,3.3754
,,,,,,,,,,,,,,3.3754
,,,,,,,,,,,,,,3.3756
,,,,,,,,,,,,,,3.3756
,,,,,,,,,,,,,,3.3754
,,,,,,,,,,,,,,3.3752
,,,,,,,,,,,,,,3.3754
,,,,,,,,,,,,,,3.3752
,,,,,,,,,,,,,,3.3752
,,,,,,,,,,,,,,3.375
,,,,,,,,,,,,,,3.375
,,,,,,,,,,,,,,3.375
,,,,,,,,,,,,,,3.375
,,,,,,,,,,,,,,3.3748
,,,,,,,,,,,,,,3.3748
,,,,,,,,,,,,,,3.375
,,,,,,,,,,,,,,3.3748
,,,,,,,,,,,,,,3.3748
,,,,,,,,,,,,,,3.3748
,,,,,,,,,,,,,,3.3748
,,,,,,,,,,,,,,3.3746
,,,,,,,,,,,,,,3.3746
,,,,,,,,,,,,,,3.3746
,,,,,,,,,,,,,,3.3746
,,,,,,,,,,,,,,3.3746
,,,,,,,,,,,,,,3.3748
,,,,,,,,,,,,,,3.3744
,,,,,,,,,,,,,,3.374
,,,,,,,,,,,,,,3.3742
,,,,,,,,,,,,,,3.3742
,,,,,,,,,,,,,,3.3744
,,,,,,,,,,,,,,3.3742
,,,,,,,,,,,,,,3.3742
,,,,,,,,,,,,,,3.374
,,,,,,,,,,,,,,3.374
,,,,,,,,,,,,,,3.3742
,,,,,,,,,,,,,,3.3742
,,,,,,,,,,,,,,3.374
,,,,,,,,,,,,,,3.3736
,,,,,,,,,,,,,,3.3738
,,,,,,,,,,,,,,3.374
,,,,,,,,,,,,,,3.374
,,,,,,,,,,,,,,3.3738
,,,,,,,,,,,,,,3.374
,,,,,,,,,,,,,,3.3736
,,,,,,,,,,,,,,3.3734
,,,,,,,,,,,,,,3.3738
,,,,,,,,,,,,,,3.3736
,,,,,,,,,,,,,,3.3734
,,,,,,,,,,,,,,3.3734
,,,,,,,,,,,,,,3.3732
,,,,,,,,,,,,,,3.3732
,,,,,,,,,,,,,,3.373
,,,,,,,,,,,,,,3.3728
,,,,,,,,,,,,,,3.3732
,,,,,,,,,,,,,,3.3732
,,,,,,,,,,,,,,3.3728
,,,,,,,,,,,,,,3.373
,,,,,,,,,,,,,,3.373
,,,,,,,,,,,,,,3.3728
,,,,,,,,,,,,,,3.3728
,,,,,,,,,,,,,,3.3728
,,,,,,,,,,,,,,3.3728
,,,,,,,,,,,,,,3.3726
,,,,,,,,,,,,,,3.3728
,,,,,,,,,,,,,,3.3728
,,,,,,,,,,,,,,3.3726
,,,,,,,,,,,,,,3.3726
,,,,,,,,,,,,,,3.3726
,,,,,,,,,,,,,,3.3726
,,,,,,,,,,,,,,3.3724
,,,,,,,,,,,,,,3.3722
,,,,,,,,,,,,,,3.3724
,,,,,,,,,,,,,,3.3724
,,,,,,,,,,,,,,3.3722
,,,,,,,,,,,,,,3.3724
,,,,,,,,,,,,,,3.3722
,,,,,,,,,,,,,,3.3722
,,,,,,,,,,,,,,3.3724
,,,,,,,,,,,,,,3.3722
,,,,,,,,,,,,,,3.372
,,,,,,,,,,,,,,3.372
,,,,,,,,,,,,,,3.3718
,,,,,,,,,,,,,,3.372
,,,,,,,,,,,,,,3.3718
,,,,,,,,,,,,,,3.3718
,,,,,,,,,,,,,,3.3718
,,,,,,,,,,,,,,3.3718
,,,,,,,,,,,,,,3.3718
,,,,,,,,,,,,,,3.3716
,,,,,,,,,,,,,,3.3714
,,,,,,,,,,,,,,3.3714
,,,,,,,,,,,,,,3.3714
,,,,,,,,,,,,,,3.3714
,,,,,,,,,,,,,,3.3714
,,,,,,,,,,,,,,3.3714
,,,,,,,,,,,,,,3.3714
,,,,,,,,,,,,,,3.3712
,,,,,,,,,,,,,,3.3716
,,,,,,,,,,,,,,3.3712
,,,,,,,,,,,,,,3.3712
,,,,,,,,,,,,,,3.3712
,,,,,,,,,,,,,,3.371
,,,,,,,,,,,,,,3.371
,,,,,,,,,,,,,,3.3708
,,,,,,,,,,,,,,3.3708
,,,,,,,,,,,,,,3.3706
,,,,,,,,,,,,,,3.3706
,,,,,,,,,,,,,,3.3706
,,,,,,,,,,,,,,3.3708
,,,,,,,,,,,,,,3.3706
,,,,,,,,,,,,,,3.3706
,,,,,,,,,,,,,,3.3706
,,,,,,,,,,,,,,3.3706
,,,,,,,,,,,,,,3.3706
,,,,,,,,,,,,,,3.3704
,,,,,,,,,,,,,,3.3704
,,,,,,,,,,,,,,3.3704
,,,,,,,,,,,,,,3.3704
,,,,,,,,,,,,,,3.3702
,,,,,,,,,,,,,,3.3702
,,,,,,,,,,,,,,3.3704
,,,,,,,,,,,,,,3.3702
,,,,,,,,,,,,,,3.37
,,,,,,,,,,,,,,3.37
,,,,,,,,,,,,,,3.3698
,,,,,,,,,,,,,,3.37
,,,,,,,,,,,,,,3.3698
,,,,,,,,,,,,,,3.3698
,,,,,,,,,,,,,,3.3698
,,,,,,,,,,,,,,3.3696
,,,,,,,,,,,,,,3.3696
,,,,,,,,,,,,,,3.3696
,,,,,,,,,,,,,,3.3698
,,,,,,,,,,,,,,3.3696
,,,,,,,,,,,,,,3.3696
,,,,,,,,,,,,,,3.3694
,,,,,,,,,,,,,,3.3694
,,,,,,,,,,,,,,3.3694
,,,,,,,,,,,,,,3.3694
,,,,,,,,,,,,,,3.3694
,,,,,,,,,,,,,,3.3694
,,,,,,,,,,,,,,3.3694
,,,,,,,,,,,,,,3.3692
,,,,,,,,,,,,,,3.3692
,,,,,,,,,,,,,,3.3694
,,,,,,,,,,,,,,3.3692
,,,,,,,,,,,,,,3.369
,,,,,,,,,,,,,,3.369
,,,,,,,,,,,,,,3.3688
,,,,,,,,,,,,,,3.369
,,,,,,,,,,,,,,3.3688
,,,,,,,,,,,,,,3.3688
,,,,,,,,,,,,,,3.3688
,,,,,,,,,,,,,,3.3688
,,,,,,,,,,,,,,3.3686
,,,,,,,,,,,,,,3.3686
,,,,,,,,,,,,,,3.3688
,,,,,,,,,,,,,,3.3688
,,,,,,,,,,,,,,3.3686
,,,,,,,,,,,,,,3.3686
,,,,,,,,,,,,,,3.3684
,,,,,,,,,,,,,,3.3682
,,,,,,,,,,,,,,3.3684
,,,,,,,,,,,,,,3.3682
,,,,,,,,,,,,,,3.3682
,,,,,,,,,,,,,,3.368
,,,,,,,,,,,,,,3.368
,,,,,,,,,,,,,,3.3682
,,,,,,,,,,,,,,3.368
,,,,,,,,,,,,,,3.368
,,,,,,,,,,,,,,3.3682
,,,,,,,,,,,,,,3.368
,,,,,,,,,,,,,,3.3678
,,,,,,,,,,,,,,3.3678
,,,,,,,,,,,,,,3.3678
,,,,,,,,,,,,,,3.3678
,,,,,,,,,,,,,,3.3676
,,,,,,,,,,,,,,3.3676
,,,,,,,,,,,,,,3.3676
,,,,,,,,,,,,,,3.3674
,,,,,,,,,,,,,,3.3674
,,,,,,,,,,,,,,3.3676
,,,,,,,,,,,,,,3.3674
,,,,,,,,,,,,,,3.3674
,,,,,,,,,,,,,,3.3672
,,,,,,,,,,,,,,3.3676
,,,,,,,,,,,,,,3.3672
,,,,,,,,,,,,,,3.3672
,,,,,,,,,,,,,,3.3674
,,,,,,,,,,,,,,3.3672
,,,,,,,,,,,,,,3.367
,,,,,,,,,,,,,,3.3668
,,,,,,,,,,,,,,3.367
,,,,,,,,,,,,,,3.367
,,,,,,,,,,,,,,3.3668
,,,,,,,,,,,,,,3.3668
,,,,,,,,,,,,,,3.3666
,,,,,,,,,,,,,,3.3666
,,,,,,,,,,,,,,3.3668
,,,,,,,,,,,,,,3.3666
,,,,,,,,,,,,,,3.3662
,,,,,,,,,,,,,,3.3666
,,,,,,,,,,,,,,3.3666
,,,,,,,,,,,,,,3.3666
,,,,,,,,,,,,,,3.3664
,,,,,,,,,,,,,,3.3664
,,,,,,,,,,,,,,3.3662
,,,,,,,,,,,,,,3.3666
,,,,,,,,,,,,,,3.3666
,,,,,,,,,,,,,,3.3662
,,,,,,,,,,,,,,3.3662
,,,,,,,,,,,,,,3.3662
,,,,,,,,,,,,,,3.3662
,,,,,,,,,,,,,,3.366
,,,,,,,,,,,,,,3.366
,,,,,,,,,,,,,,3.366
,,,,,,,,,,,,,,3.366
,,,,,,,,,,,,,,3.3658
,,,,,,,,,,,,,,3.3656
,,,,,,,,,,,,,,3.3656
,,,,,,,,,,,,,,3.3656
,,,,,,,,,,,,,,3.3656
,,,,,,,,,,,,,,3.366
,,,,,,,,,,,,,,3.3658
,,,,,,,,,,,,,,3.3656
,,,,,,,,,,,,,,3.3656
,,,,,,,,,,,,,,3.3656
,,,,,,,,,,,,,,3.3654
,,,,,,,,,,,,,,3.3654
,,,,,,,,,,,,,,3.3652
,,,,,,,,,,,,,,3.3652
,,,,,,,,,,,,,,3.3652
,,,,,,,,,,,,,,3.3652
,,,,,,,,,,,,,,3.3652
,,,,,,,,,,,,,,3.3648
,,,,,,,,,,,,,,3.3648
,,,,,,,,,,,,,,3.365
,,,,,,,,,,,,,,3.3648
,,,,,,,,,,,,,,3.3648
,,,,,,,,,,,,,,3.365
,,,,,,,,,,,,,,3.3648
,,,,,,,,,,,,,,3.3648
,,,,,,,,,,,,,,3.3648
,,,,,,,,,,,,,,3.3646
,,,,,,,,,,,,,,3.3646
,,,,,,,,,,,,,,3.3646
,,,,,,,,,,,,,,3.3646
,,,,,,,,,,,,,,3.3646
,,,,,,,,,,,,,,3.3644
,,,,,,,,,,,,,,3.3642
,,,,,,,,,,,,,,3.3642
,,,,,,,,,,,,,,3.3642
,,,,,,,,,,,,,,3.3642
,,,,,,,,,,,,,,3.364
,,,,,,,,,,,,,,3.3642
,,,,,,,,,,,,,,3.3642
,,,,,,,,,,,,,,3.3642
,,,,,,,,,,,,,,3.3644
,,,,,,,,,,,,,,3.3642
,,,,,,,,,,,,,,3.364
,,,,,,,,,,,,,,3.3642
,,,,,,,,,,,,,,3.3638
,,,,,,,,,,,,,,3.3642
,,,,,,,,,,,,,,3.3638
,,,,,,,,,,,,,,3.3636
,,,,,,,,,,,,,,3.3636
,,,,,,,,,,,,,,3.3636
,,,,,,,,,,,,,,3.3636
,,,,,,,,,,,,,,3.3636
,,,,,,,,,,,,,,3.3634
,,,,,,,,,,,,,,3.3636
,,,,,,,,,,,,,,3.3634
,,,,,,,,,,,,,,3.3634
,,,,,,,,,,,,,,3.3634
,,,,,,,,,,,,,,3.3634
,,,,,,,,,,,,,,3.3634
,,,,,,,,,,,,,,3.3632
,,,,,,,,,,,,,,3.363
,,,,,,,,,,,,,,3.3628
,,,,,,,,,,,,,,3.363
,,,,,,,,,,,,,,3.363
,,,,,,,,,,,,,,3.363
,,,,,,,,,,,,,,3.3632
,,,,,,,,,,,,,,3.363
,,,,,,,,,,,,,,3.3628
,,,,,,,,,,,,,,3.3628
,,,,,,,,,,,,,,3.3628
,,,,,,,,,,,,,,3.3628
,,,,,,,,,,,,,,3.3626
,,,,,,,,,,,,,,3.3626
,,,,,,,,,,,,,,3.3624
,,,,,,,,,,,,,,3.3626
,,,,,,,,,,,,,,3.3626
,,,,,,,,,,,,,,3.3624
,,,,,,,,,,,,,,3.3622
,,,,,,,,,,,,,,3.3626
,,,,,,,,,,,,,,3.3622
,,,,,,,,,,,,,,3.362
,,,,,,,,,,,,,,3.3622
,,,,,,,,,,,,,,3.3622
,,,,,,,,,,,,,,3.3622
,,,,,,,,,,,,,,3.362
,,,,,,,,,,,,,,3.362
,,,,,,,,,,,,,,3.3618
,,,,,,,,,,,,,,3.3618
,,,,,,,,,,,,,,3.3618
,,,,,,,,,,,,,,3.362
,,,,,,,,,,,,,,3.3618
,,,,,,,,,,,,,,3.362
,,,,,,,,,,,,,,3.3618
,,,,,,,,,,,,,,3.3616
,,,,,,,,,,,,,,3.3614
,,,,,,,,,,,,,,3.3614
,,,,,,,,,,,,,,3.3614
,,,,,,,,,,,,,,3.3614
,,,,,,,,,,,,,,3.3614
,,,,,,,,,,,,,,3.3612
,,,,,,,,,,,,,,3.3612
,,,,,,,,,,,,,,3.3614
,,,,,,,,,,,,,,3.3612
,,,,,,,,,,,,,,3.3612
,,,,,,,,,,,,,,3.3612
,,,,,,,,,,,,,,3.3612
,,,,,,,,,,,,,,3.3612
,,,,,,,,,,,,,,3.3614
,,,,,,,,,,,,,,3.361
,,,,,,,,,,,,,,3.3608
,,,,,,,,,,,,,,3.361
,,,,,,,,,,,,,,3.361
,,,,,,,,,,,,,,3.3608
,,,,,,,,,,,,,,3.3606
,,,,,,,,,,,,,,3.361
,,,,,,,,,,,,,,3.3606
,,,,,,,,,,,,,,3.3606
,,,,,,,,,,,,,,3.3606
,,,,,,,,,,,,,,3.3604
,,,,,,,,,,,,,,3.3604
,,,,,,,,,,,,,,3.3602
,,,,,,,,,,,,,,3.3604
,,,,,,,,,,,,,,3.3602
,,,,,,,,,,,,,,3.3604
,,,,,,,,,,,,,,3.3602
,,,,,,,,,,,,,,3.3602
,,,,,,,,,,,,,,3.3602
,,,,,,,,,,,,,,3.36
,,,,,,,,,,,,,,3.36
,,,,,,,,,,,,,,3.36
,,,,,,,,,,,,,,3.36
,,,,,,,,,,,,,,3.3598
,,,,,,,,,,,,,,3.36
,,,,,,,,,,,,,,3.3598
,,,,,,,,,,,,,,3.36
,,,,,,,,,,,,,,3.3598
,,,,,,,,,,,,,,3.36
,,,,,,,,,,,,,,3.3596
,,,,,,,,,,,,,,3.3598
,,,,,,,,,,,,,,3.3594
,,,,,,,,,,,,,,3.3596
,,,,,,,,,,,,,,3.3594
,,,,,,,,,,,,,,3.3594
,,,,,,,,,,,,,,3.3594
,,,,,,,,,,,,,,3.3594
,,,,,,,,,,,,,,3.3592
,,,,,,,,,,,,,,3.3594
,,,,,,,,,,,,,,3.3592
,,,,,,,,,,,,,,3.3592
,,,,,,,,,,,,,,3.359
,,,,,,,,,,,,,,3.359
,,,,,,,,,,,,,,3.3592
,,,,,,,,,,,,,,3.359
,,,,,,,,,,,,,,3.359
,,,,,,,,,,,,,,3.359
,,,,,,,,,,,,,,3.3586
,,,,,,,,,,,,,,3.3586
,,,,,,,,,,,,,,3.3586
,,,,,,,,,,,,,,3.3586
