1.0C_Dch_Tmax,1.0C_Dch_Capacity,1.0C_Dch_duration,2.0C_Dch_Tmax,2.0C_Dch_Capacity,2.0C_Dch_duration,standard_dch_cycle_capacity,DCIR_1s,DCIR_SOC_1s,DCIR_2s,DCIR_SOC_2s,DCIR_4s,DCIR_SOC_4s,pulse_relaxation_timeseries,pOCV_timeseries
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0734
,,,,,,,,,,,,,,4.0736
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0736
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0734
,,,,,,,,,,,,,,4.0734
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0734
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0734
,,,,,,,,,,,,,,4.0736
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0734
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0734
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0734
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0734
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0732
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.073
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0728
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0726
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0724
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0722
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.072
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0718
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0708
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0708
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0716
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0708
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0708
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0708
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0714
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0708
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0708
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.0712
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0708
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0708
,,,,,,,,,,,,,,4.0708
,,,,,,,,,,,,,,4.0708
,,,,,,,,,,,,,,4.0706
,,,,,,,,,,,,,,4.0708
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.071
,,,,,,,,,,,,,,4.0708
,,,,,,,,,,,,,,4.0708
,,,,,,,,,,,,,,4.0708
